,class,suff,to_cut
16645,A,ore,4
16646,V,are,6
16647,V,re,5
16648,V,are,3
16649,V,ompere,5
16650,V,re,4
16651,V,re,2
16652,V,,2
16653,V,are,2
16654,V,re,3
16655,V,are,3
16656,V,iare,3
16657,V,,2
16658,V,e,0
16659,V,rre,7
16660,N,o,1
16661,V,are,4
16662,A,re,3
16663,V,are,1
16664,V,are,7
16665,V,re,3
16666,V,re,5
16667,V,re,3
16668,V,are,4
16669,V,are,7
16670,V,re,4
16671,V,are,6
16672,A,o,1
16673,V,re,3
16674,V,are,6
16675,V,re,4
16676,V,are,4
16677,V,are,6
16678,A,o,1
16679,A,e,1
16680,V,re,2
16681,V,are,4
16682,V,re,0
16683,V,are,7
16684,N,o,1
16685,V,re,2
16686,V,are,4
16687,V,are,8
16688,V,re,3
16689,V,re,2
16690,V,are,6
16691,V,,3
16692,V,re,3
16693,V,are,3
16694,N,,0
16695,V,re,3
16696,V,are,6
16697,V,re,4
16698,V,re,5
16699,N,,0
16700,V,are,6
16701,V,re,2
16702,V,re,2
16703,V,re,2
16704,V,,3
16705,V,re,3
16706,V,re,4
16707,V,e,4
16708,V,are,2
16709,N,,0
16710,V,re,3
16711,V,are,1
16712,V,are,3
16713,V,ere,3
16714,A,re,3
16715,V,re,2
16716,V,re,3
16717,V,gere,2
16718,V,re,4
16719,V,re,4
16720,V,e,3
16721,V,are,1
16722,V,re,4
16723,A,o,1
16724,V,re,2
16725,V,re,2
16726,V,are,4
16727,V,re,2
16728,V,ere,2
16729,V,are,6
16730,A,o,1
16731,N,o,2
16732,V,are,4
16733,A,re,3
16734,N,re,0
16735,V,re,0
16736,V,,3
16737,V,are,3
16738,A,re,3
16739,V,re,2
16740,V,are,6
16741,V,are,6
16742,N,re,3
16743,V,are,6
16744,V,re,2
16745,V,re,2
16746,A,o,1
16747,N,a,1
16748,V,are,4
16749,V,re,4
16750,V,are,2
16751,V,re,1
16752,N,are,3
16753,N,,0
16754,V,re,3
16755,V,are,4
16756,V,re,5
16757,V,re,5
16758,N,,0
16759,V,re,3
16760,V,re,4
16761,V,e,2
16762,V,re,4
16763,A,a,1
16764,A,o,2
16765,A,o,1
16766,A,ire,4
16767,V,,0
16768,V,re,3
16769,V,re,1
16770,V,re,3
16771,V,are,5
16772,V,re,2
16773,N,o,1
16774,V,are,6
16775,V,re,2
16776,N,a,1
16777,V,iare,6
16778,V,are,4
16779,V,are,7
16780,V,are,6
16781,V,re,2
16782,V,iare,4
16783,V,are,5
16784,V,are,4
16785,V,re,2
16786,V,re,2
16787,A,re,3
16788,N,,0
16789,N,e,1
16790,V,are,2
16791,V,re,2
16792,V,re,4
16793,V,are,4
16794,V,re,4
16795,V,re,4
16796,V,are,4
16797,V,are,3
16798,V,re,3
16799,V,re,3
16800,V,are,8
16801,N,,0
16802,A,o,1
16803,V,are,8
16804,V,re,3
16805,V,re,5
16806,V,re,5
16807,V,,0
16808,V,re,3
16809,V,e,3
16810,V,are,1
16811,V,re,4
16812,N,,0
16813,V,are,2
16814,V,,0
16815,V,e,0
16816,V,re,4
16817,V,are,6
16818,V,e,2
16819,V,re,3
16820,V,are,8
16821,V,are,8
16822,V,re,3
16823,A,,0
16824,V,re,3
16825,A,o,1
16826,V,e,2
16827,V,are,1
16828,V,re,3
16829,N,e,1
16830,N,e,1
16831,V,re,3
16832,V,re,2
16833,V,e,3
16834,V,are,3
16835,V,re,2
16836,V,are,7
16837,V,a,1
16838,V,re,1
16839,V,e,4
16840,A,re,3
16841,V,are,1
16842,V,re,1
16843,V,are,7
16844,V,re,0
16845,V,are,3
16846,V,e,0
16847,V,ere,3
16848,V,re,2
16849,V,re,0
16850,N,o,1
16851,V,re,1
16852,V,re,0
16853,A,re,3
16854,V,e,2
16855,V,e,3
16856,V,re,2
16857,V,re,4
16858,V,e,0
16859,V,re,3
16860,V,e,2
16861,V,are,5
16862,A,re,3
16863,A,o,1
16864,V,are,6
16865,V,re,2
16866,A,o,1
16867,V,are,1
16868,V,re,3
16869,V,re,4
16870,V,are,6
16871,V,are,4
16872,V,are,3
16873,V,re,3
16874,V,re,2
16875,V,iare,4
16876,V,are,6
16877,V,are,4
16878,V,re,2
16879,V,are,4
16880,V,e,1
16881,V,re,4
16882,V,are,6
16883,V,re,3
16884,V,re,3
16885,V,are,2
16886,V,re,2
16887,N,a,1
16888,V,are,1
16889,A,ire,4
16890,A,o,2
16891,A,o,1
16892,V,re,3
16893,V,re,1
16894,V,re,1
16895,V,re,3
16896,V,re,2
16897,A,ire,4
16898,N,,1
16899,V,re,3
16900,V,e,3
16901,N,,0
16902,V,are,6
16903,V,are,1
16904,V,e,0
16905,V,re,1
16906,A,to,2
16907,V,re,2
16908,V,iare,7
16909,A,re,3
16910,V,re,2
16911,V,e,3
16912,N,,0
16913,V,re,2
16914,V,e,0
16915,V,re,2
16916,V,are,5
16917,V,are,4
16918,A,re,3
16919,A,o,1
16920,V,are,3
16921,V,re,2
16922,V,lere,8
16923,V,are,4
16924,V,re,4
16925,V,are,6
16926,V,re,1
16927,V,re,3
16928,N,,0
16929,N,,0
16930,V,re,4
16931,V,are,5
16932,V,re,3
16933,V,re,3
16934,V,e,3
16935,V,re,3
16936,A,,0
16937,V,are,4
16938,V,are,1
16939,V,are,4
16940,A,o,1
16941,N,o,0
16942,A,o,1
16943,V,e,0
16944,V,re,4
16945,V,re,1
16946,V,iare,6
16947,V,re,3
16948,V,are,6
16949,V,re,4
16950,V,re,5
16951,A,o,1
16952,V,are,4
16953,V,re,2
16954,V,e,3
16955,V,are,4
16956,V,re,3
16957,N,,0
16958,N,e,1
16959,V,re,2
16960,N,a,1
16961,A,o,1
16962,V,are,4
16963,V,re,2
16964,V,re,3
16965,V,re,3
16966,V,re,3
16967,V,are,6
16968,V,re,5
16969,V,are,1
16970,V,re,3
16971,V,e,2
16972,A,re,3
16973,A,,0
16974,V,are,5
16975,V,ere,1
16976,A,,0
16977,V,are,2
16978,V,re,1
16979,V,are,6
16980,V,re,2
16981,V,are,5
16982,V,are,5
16983,V,are,3
16984,V,are,3
16985,N,e,1
16986,N,o,1
16987,V,are,5
16988,V,re,4
16989,V,are,8
16990,V,iare,3
16991,V,ere,3
16992,V,re,2
16993,V,re,2
16994,V,re,2
16995,V,are,4
16996,V,re,2
16997,V,are,3
16998,V,re,0
16999,V,are,4
17000,V,,0
17001,V,are,6
17002,V,are,1
17003,V,are,4
17004,V,are,1
17005,V,re,2
17006,V,re,5
17007,V,re,2
17008,V,e,3
17009,V,re,4
17010,N,o,1
17011,A,re,3
17012,V,,3
17013,N,,0
17014,V,re,2
17015,V,e,3
17016,V,re,2
17017,A,,0
17018,V,re,2
17019,V,,0
17020,V,are,5
17021,V,are,6
17022,V,ire,4
17023,V,re,4
17024,V,re,2
17025,V,re,2
17026,V,are,6
17027,V,re,2
17028,N,e,1
17029,V,are,6
17030,V,are,4
17031,V,re,3
17032,V,re,3
17033,V,re,3
17034,V,are,6
17035,V,re,3
17036,V,,0
17037,N,o,0
17038,V,are,7
17039,V,re,3
17040,V,re,2
17041,N,e,1
17042,V,are,6
17043,A,o,0
17044,V,re,2
17045,V,iare,6
17046,V,re,4
17047,V,are,5
17048,N,,0
17049,V,are,7
17050,V,re,4
17051,V,iare,7
17052,V,are,2
17053,V,re,2
17054,V,,5
17055,V,re,1
17056,V,,4
17057,V,are,4
17058,V,re,2
17059,A,o,1
17060,V,iare,8
17061,N,,0
17062,V,are,6
17063,V,re,4
17064,V,are,4
17065,V,are,4
17066,N,,0
17067,V,re,4
17068,N,,1
17069,V,re,1
17070,V,re,2
17071,V,re,1
17072,V,re,2
17073,V,re,2
17074,V,re,2
17075,V,are,5
17076,V,are,4
17077,V,are,6
17078,V,re,2
17079,V,re,1
17080,V,are,6
17081,V,e,2
17082,A,o,1
17083,V,re,3
17084,V,re,2
17085,N,e,1
17086,V,are,1
17087,V,re,2
17088,V,,3
17089,A,re,3
17090,N,,0
17091,V,re,5
17092,V,are,3
17093,V,are,1
17094,V,,0
17095,V,re,4
17096,V,are,9
17097,V,iare,4
17098,V,re,2
17099,V,re,2
17100,V,ire,2
17101,V,are,5
17102,V,are,5
17103,V,iare,8
17104,V,are,4
17105,N,,0
17106,V,are,3
17107,V,ere,1
17108,V,re,5
17109,V,re,4
17110,V,are,3
17111,V,re,3
17112,V,re,3
17113,V,re,2
17114,V,e,0
17115,V,,0
17116,A,o,1
17117,V,re,4
17118,V,rre,4
17119,V,are,7
17120,V,re,2
17121,V,are,3
17122,V,are,3
17123,V,re,1
17124,V,re,3
17125,V,re,2
17126,V,re,2
17127,V,are,7
17128,V,re,2
17129,V,are,4
17130,V,e,0
17131,V,re,5
17132,V,,3
17133,V,re,3
17134,A,,0
17135,V,are,4
17136,V,re,3
17137,V,re,3
17138,N,o,1
17139,V,are,4
17140,V,re,2
17141,V,re,4
17142,A,,0
17143,V,are,5
17144,V,re,1
17145,A,re,3
17146,V,are,1
17147,V,re,1
17148,V,re,3
17149,N,o,1
17150,V,are,6
17151,N,,0
17152,V,e,0
17153,V,are,1
17154,V,ere,4
17155,V,ere,0
17156,V,re,2
17157,A,o,1
17158,N,e,1
17159,V,re,3
17160,V,re,3
17161,V,re,2
17162,V,re,4
17163,V,are,1
17164,V,re,2
17165,V,re,3
17166,V,are,4
17167,V,arsi,4
17168,V,are,6
17169,V,are,5
17170,A,re,3
17171,V,re,3
17172,V,are,1
17173,V,re,2
17174,V,are,2
17175,V,re,4
17176,V,re,4
17177,V,re,4
17178,N,o,0
17179,V,re,2
17180,V,e,0
17181,V,rre,3
17182,V,re,3
17183,V,re,2
17184,V,e,2
17185,A,o,1
17186,V,ire,0
17187,N,o,1
17188,V,re,3
17189,V,are,7
17190,V,are,0
17191,V,,0
17192,A,re,3
17193,N,,0
17194,V,ere,3
17195,V,are,6
17196,V,re,2
17197,V,re,3
17198,V,are,5
17199,N,,0
17200,V,re,4
17201,V,are,4
17202,V,re,4
17203,V,re,3
17204,N,a,1
17205,A,e,1
17206,A,so,2
17207,N,,0
17208,V,,2
17209,V,e,2
17210,V,rre,6
17211,V,are,5
17212,V,re,1
17213,V,,0
17214,V,,3
17215,V,ire,4
17216,V,are,6
17217,V,e,2
17218,V,are,4
17219,V,re,5
17220,V,,0
17221,V,re,2
17222,V,re,5
17223,V,re,2
17224,V,re,1
17225,V,re,2
17226,V,re,4
17227,V,re,3
17228,V,are,3
17229,V,are,3
17230,V,re,2
17231,V,re,4
17232,V,re,5
17233,V,re,2
17234,V,are,3
17235,A,to,2
17236,V,re,3
17237,A,re,3
17238,V,are,6
17239,V,are,4
17240,V,re,2
17241,V,re,2
17242,V,are,3
17243,V,re,5
17244,V,ere,4
17245,V,are,4
17246,V,are,4
17247,N,e,1
17248,A,,0
17249,V,re,4
17250,A,re,3
17251,V,re,4
17252,V,re,4
17253,V,are,4
17254,V,are,2
17255,V,re,5
17256,N,are,1
17257,V,are,0
17258,N,e,1
17259,V,re,2
17260,V,are,4
17261,V,are,6
17262,A,o,1
17263,V,,4
17264,V,are,1
17265,V,re,2
17266,N,a,1
17267,V,re,3
17268,V,re,2
17269,V,are,1
17270,V,e,3
17271,A,e,1
17272,V,are,2
17273,A,re,3
17274,V,re,4
17275,V,are,6
17276,V,e,3
17277,V,are,2
17278,V,are,1
17279,V,e,2
17280,V,e,1
17281,V,are,4
17282,A,re,0
17283,V,re,1
17284,V,re,2
17285,V,are,1
17286,V,re,1
17287,V,are,4
17288,V,are,0
17289,N,,0
17290,N,,0
17291,V,are,7
17292,V,are,4
17293,V,re,2
17294,V,ere,4
17295,V,re,2
17296,V,e,0
17297,V,re,2
17298,V,are,5
17299,V,are,4
17300,V,re,3
17301,N,,0
17302,V,are,3
17303,V,e,2
17304,V,are,6
17305,V,are,5
17306,V,re,2
17307,V,are,6
17308,V,are,2
17309,N,e,1
17310,A,,0
17311,V,are,4
17312,V,are,4
17313,V,,0
17314,V,re,3
17315,V,re,5
17316,V,re,5
17317,V,re,4
17318,V,re,5
17319,V,re,6
17320,V,re,3
17321,V,re,2
17322,V,re,3
17323,V,are,4
17324,V,re,5
17325,V,are,3
17326,V,are,4
17327,V,are,8
17328,V,re,4
17329,V,are,4
17330,V,,0
17331,V,ire,1
17332,A,o,1
17333,V,re,2
17334,V,re,2
17335,V,are,7
17336,V,,0
17337,A,a,1
17338,N,,0
17339,V,are,4
17340,V,are,1
17341,V,are,4
17342,V,e,3
17343,V,are,6
17344,V,iare,3
17345,V,,0
17346,V,re,2
17347,N,,1
17348,V,are,7
17349,V,re,2
17350,V,re,2
17351,N,o,1
17352,V,re,2
17353,N,,0
17354,V,are,6
17355,V,re,4
17356,A,o,1
17357,V,,3
17358,V,,0
17359,V,re,4
17360,V,re,4
17361,V,ere,2
17362,V,re,3
17363,V,e,1
17364,V,re,2
17365,V,re,5
17366,N,o,2
17367,V,re,2
17368,V,are,7
17369,V,are,6
17370,V,are,7
17371,V,are,1
17372,V,iare,7
17373,V,re,3
17374,V,iare,6
17375,V,re,1
17376,V,iare,3
17377,V,are,1
17378,A,a,1
17379,V,re,2
17380,V,are,6
17381,V,re,3
17382,V,re,3
17383,V,re,0
17384,V,are,4
17385,V,are,6
17386,V,re,1
17387,N,e,1
17388,V,re,2
17389,V,are,2
17390,V,re,3
17391,V,,0
17392,V,re,2
17393,V,are,1
17394,V,are,6
17395,V,,5
17396,V,are,5
17397,V,,0
17398,N,,0
17399,V,are,4
17400,V,are,5
17401,V,re,3
17402,V,are,6
17403,V,are,5
17404,V,re,3
17405,V,ere,1
17406,V,re,2
17407,V,are,1
17408,V,re,5
17409,A,re,3
17410,V,are,7
17411,V,re,2
17412,N,,0
17413,V,are,3
17414,V,re,2
17415,N,are,1
17416,V,,0
17417,V,ere,1
17418,A,,0
17419,V,,0
17420,V,re,2
17421,V,re,2
17422,V,e,2
17423,V,re,3
17424,V,re,2
17425,V,are,4
17426,V,re,2
17427,V,,2
17428,N,,0
17429,V,re,4
17430,V,re,2
17431,A,,1
17432,V,are,2
17433,V,re,3
17434,V,are,8
17435,V,re,4
17436,A,,0
17437,V,nere,6
17438,V,re,2
17439,V,,3
17440,V,e,1
17441,V,are,4
17442,V,re,4
17443,V,re,2
17444,N,e,1
17445,V,ere,3
17446,A,re,3
17447,V,re,3
17448,V,,0
17449,A,e,1
17450,V,are,5
17451,V,are,1
17452,V,re,1
17453,V,ire,2
17454,A,,0
17455,V,re,3
17456,V,are,4
17457,V,are,5
17458,V,are,7
17459,N,re,1
17460,V,re,4
17461,V,re,3
17462,V,re,4
17463,V,re,1
17464,V,re,4
17465,V,re,3
17466,V,re,4
17467,V,are,1
17468,V,re,3
17469,V,ere,0
17470,V,e,3
17471,V,re,0
17472,V,are,3
17473,V,rre,3
17474,V,re,5
17475,V,re,4
17476,V,re,2
17477,V,are,2
17478,A,o,1
17479,V,e,1
17480,V,re,2
17481,V,are,6
17482,A,re,3
17483,V,re,3
17484,V,,2
17485,V,ire,4
17486,V,are,5
17487,V,re,4
17488,V,re,3
17489,V,re,1
17490,V,re,1
17491,V,re,3
17492,A,,0
17493,V,are,5
17494,V,ere,1
17495,V,are,5
17496,V,re,2
17497,V,re,3
17498,V,re,5
17499,V,re,5
17500,A,re,3
17501,N,e,1
17502,V,gere,2
17503,A,are,1
17504,V,re,3
17505,A,o,0
17506,V,are,4
17507,V,are,6
17508,V,are,6
17509,V,,1
17510,V,are,8
17511,N,re,2
17512,A,,1
17513,V,e,3
17514,V,are,6
17515,V,re,3
17516,V,re,3
17517,V,re,3
17518,V,e,2
17519,V,ere,3
17520,V,are,6
17521,V,are,8
17522,V,are,4
17523,V,re,1
17524,V,re,2
17525,V,re,5
17526,V,re,2
17527,A,o,2
17528,V,e,2
17529,V,e,0
17530,V,are,1
17531,V,are,6
17532,V,ndere,2
17533,A,re,3
17534,V,re,4
17535,V,re,3
17536,V,re,3
17537,A,e,1
17538,V,re,4
17539,V,re,3
17540,A,a,1
17541,V,re,2
17542,V,rre,3
17543,A,e,1
17544,V,are,7
17545,V,are,5
17546,N,,0
17547,A,o,1
17548,V,are,6
17549,V,re,5
17550,V,are,3
17551,V,re,3
17552,V,rre,3
17553,A,o,1
17554,V,re,3
17555,V,re,0
17556,V,ire,3
17557,V,ere,3
17558,V,re,2
17559,V,are,6
17560,V,are,4
17561,A,o,1
17562,V,re,4
17563,V,re,3
17564,V,e,0
17565,V,re,2
17566,N,e,1
17567,V,are,6
17568,V,are,8
17569,V,e,2
17570,A,o,1
17571,V,are,6
17572,N,ire,2
17573,V,are,1
17574,V,re,5
17575,V,are,1
17576,V,re,4
17577,V,are,6
17578,V,are,5
17579,V,e,3
17580,V,re,4
17581,V,e,3
17582,V,re,2
17583,V,are,3
17584,A,o,1
17585,V,are,2
17586,V,e,2
17587,V,re,1
17588,V,e,2
17589,A,re,3
17590,A,ore,4
17591,V,are,6
17592,A,o,1
17593,V,re,1
17594,V,re,2
17595,V,re,3
17596,V,e,2
17597,V,re,5
17598,V,e,0
17599,V,re,3
17600,V,are,1
17601,N,,0
17602,V,are,1
17603,V,e,2
17604,V,are,5
17605,V,e,0
17606,V,re,3
17607,V,are,6
17608,V,re,4
17609,N,,0
17610,V,are,3
17611,V,re,3
17612,V,are,4
17613,A,o,0
17614,V,re,5
17615,V,are,5
17616,V,re,4
17617,V,re,3
17618,V,are,2
17619,V,re,2
17620,V,are,6
17621,V,are,5
17622,V,e,2
17623,V,re,2
17624,V,,2
17625,V,re,3
17626,V,re,1
17627,V,re,3
17628,A,,0
17629,V,re,4
17630,V,e,0
17631,V,iare,4
17632,N,,0
17633,V,re,2
17634,V,ndere,2
17635,A,o,1
17636,V,are,7
17637,V,iare,3
17638,V,iare,3
17639,V,to,2
17640,A,o,2
17641,V,re,5
17642,V,are,6
17643,A,e,1
17644,V,re,4
17645,V,,4
17646,V,re,3
17647,V,are,3
17648,V,are,6
17649,V,are,8
17650,V,re,4
17651,V,,2
17652,N,,0
17653,V,re,3
17654,A,,0
17655,V,re,2
17656,V,re,4
17657,V,are,3
17658,N,,0
17659,V,re,3
17660,V,re,2
17661,N,are,1
17662,V,e,3
17663,N,,0
17664,V,are,7
17665,A,re,3
17666,V,e,2
17667,A,o,1
17668,A,re,3
17669,V,e,2
17670,V,are,3
17671,V,re,2
17672,V,re,2
17673,V,are,8
17674,V,re,5
17675,V,re,3
17676,V,are,4
17677,V,,2
17678,V,re,1
17679,V,ndere,2
17680,V,rre,3
17681,V,are,6
17682,A,o,2
17683,V,are,6
17684,V,e,3
17685,V,re,3
17686,V,re,2
17687,V,re,3
17688,V,re,2
17689,V,re,3
17690,V,re,0
17691,V,re,4
17692,V,re,1
17693,V,are,3
17694,V,are,2
17695,V,re,3
17696,V,are,9
17697,V,re,1
17698,V,are,6
17699,N,,0
17700,V,re,3
17701,V,are,4
17702,V,re,2
17703,A,o,1
17704,V,are,6
17705,N,,0
17706,V,re,0
17707,V,re,3
17708,V,re,2
17709,V,are,6
17710,V,re,2
17711,V,re,2
17712,V,iare,3
17713,V,are,4
17714,V,re,2
17715,V,re,2
17716,V,are,5
17717,V,are,1
17718,N,,0
17719,V,,1
17720,V,iare,4
17721,V,are,1
17722,V,are,1
17723,A,o,1
17724,V,re,2
17725,V,,0
17726,V,re,4
17727,V,re,2
17728,V,e,1
17729,V,re,3
17730,V,are,4
17731,N,a,1
17732,V,rre,7
17733,V,re,3
17734,V,re,3
17735,V,re,0
17736,V,are,6
17737,V,re,2
17738,N,ere,4
17739,V,re,1
17740,V,re,3
17741,V,re,3
17742,V,re,1
17743,V,iare,3
17744,V,,0
17745,V,are,3
17746,N,re,0
17747,V,are,7
17748,V,are,6
17749,V,re,3
17750,V,re,3
17751,V,re,2
17752,V,are,6
17753,V,re,4
17754,V,re,5
17755,V,are,6
17756,V,re,4
17757,V,re,3
17758,V,re,4
17759,V,re,5
17760,V,re,4
17761,V,,2
17762,V,ire,0
17763,N,o,0
17764,V,are,5
17765,V,ere,3
17766,V,are,3
17767,V,are,4
17768,V,re,2
17769,V,are,4
17770,V,re,2
17771,V,re,4
17772,A,re,3
17773,V,,3
17774,V,gere,2
17775,V,are,2
17776,N,,0
17777,N,o,1
17778,V,re,5
17779,N,,0
17780,A,re,2
17781,V,re,2
17782,V,ere,1
17783,V,re,2
17784,V,are,5
17785,V,re,1
17786,V,re,3
17787,N,,0
17788,V,ere,1
17789,A,,0
17790,V,rre,2
17791,V,are,6
17792,V,e,3
17793,V,,0
17794,V,are,4
17795,V,e,0
17796,V,re,1
17797,V,re,5
17798,N,,0
17799,V,are,1
17800,N,re,1
17801,V,re,4
17802,V,re,4
17803,N,e,1
17804,V,re,1
17805,V,e,0
17806,V,ere,2
17807,A,o,1
17808,V,e,2
17809,V,are,4
17810,N,are,1
17811,V,are,1
17812,V,e,3
17813,N,e,1
17814,N,a,1
17815,V,are,1
17816,V,re,4
17817,N,,0
17818,N,a,1
17819,N,are,1
17820,V,,0
17821,V,re,2
17822,V,are,4
17823,V,re,2
17824,V,are,8
17825,V,re,1
17826,V,ere,4
17827,A,re,2
17828,V,ere,3
17829,V,re,2
17830,V,are,2
17831,V,re,2
17832,V,re,3
17833,A,,0
17834,V,are,1
17835,V,re,3
17836,V,re,4
17837,V,are,3
17838,V,are,6
17839,V,are,2
17840,V,re,3
17841,A,re,3
17842,V,re,5
17843,A,re,3
17844,V,are,6
17845,V,e,2
17846,A,o,1
17847,V,re,0
17848,A,o,0
17849,V,,3
17850,V,re,1
17851,N,,0
17852,V,re,2
17853,A,o,1
17854,V,rre,7
17855,V,re,3
17856,V,re,4
17857,V,re,4
17858,V,e,3
17859,V,re,4
17860,V,re,5
17861,V,re,4
17862,V,re,2
17863,V,re,3
17864,N,,0
17865,V,re,0
17866,V,,4
17867,V,are,2
17868,V,are,1
17869,V,are,4
17870,V,are,5
17871,V,re,2
17872,A,,0
17873,N,,0
17874,V,re,2
17875,V,re,2
17876,A,o,0
17877,V,re,3
17878,V,re,4
17879,V,ere,1
17880,V,re,3
17881,V,are,6
17882,V,re,3
17883,V,e,2
17884,V,re,3
17885,V,are,4
17886,V,are,3
17887,V,e,4
17888,V,are,3
17889,V,re,3
17890,V,re,1
17891,V,re,2
17892,V,ere,1
17893,N,a,1
17894,V,are,6
17895,A,,0
17896,V,re,2
17897,V,re,1
17898,V,are,7
17899,V,are,3
17900,V,re,3
17901,V,re,3
17902,V,are,4
17903,V,are,6
17904,V,are,4
17905,V,e,2
17906,V,ire,4
17907,V,e,2
17908,V,are,3
17909,A,o,2
17910,V,re,1
17911,V,re,3
17912,A,o,1
17913,A,re,3
17914,V,re,2
17915,A,o,1
17916,V,ere,3
17917,V,e,2
17918,V,are,7
17919,V,,0
17920,V,re,3
17921,A,e,1
17922,V,are,3
17923,V,e,3
17924,V,re,3
17925,V,re,2
17926,V,re,1
17927,V,,1
17928,V,are,3
17929,V,are,4
17930,V,re,3
17931,V,re,2
17932,V,ere,2
17933,V,are,7
17934,V,ere,4
17935,A,o,1
17936,V,are,3
17937,V,re,2
17938,V,e,2
17939,V,re,4
17940,V,ire,2
17941,A,e,1
17942,V,are,5
17943,V,are,4
17944,V,,0
17945,V,,0
17946,V,re,2
17947,V,,0
17948,N,a,1
17949,V,re,2
17950,V,re,3
17951,A,o,1
17952,V,are,3
17953,N,o,1
17954,V,re,5
17955,V,re,3
17956,V,are,5
17957,V,are,4
17958,V,ndere,2
17959,V,re,2
17960,V,re,2
17961,V,are,4
17962,V,re,4
17963,V,,3
17964,V,re,1
17965,V,are,1
17966,V,re,2
17967,V,are,2
17968,V,re,3
17969,N,o,1
17970,V,re,2
17971,V,e,3
17972,V,e,3
17973,V,are,1
17974,V,re,3
17975,V,are,4
17976,V,re,2
17977,V,,0
17978,N,o,1
17979,N,,0
17980,V,re,5
17981,A,re,3
17982,V,e,1
17983,V,re,2
17984,V,re,3
17985,V,,3
17986,A,re,3
17987,V,e,0
17988,V,e,3
17989,V,are,4
17990,V,re,2
17991,V,ere,1
17992,N,are,1
17993,V,re,4
17994,A,e,1
17995,V,re,4
17996,V,re,3
17997,V,are,3
17998,N,,0
17999,V,re,2
18000,V,are,4
18001,V,re,3
18002,V,ere,1
18003,V,iare,3
18004,V,re,5
18005,V,re,4
18006,V,re,3
18007,N,,0
18008,V,are,4
18009,A,o,1
18010,V,are,2
18011,V,re,1
18012,A,o,1
18013,A,re,3
18014,V,re,4
18015,V,re,3
18016,V,re,3
18017,A,re,3
18018,V,are,2
18019,V,re,5
18020,V,,3
18021,V,re,3
18022,V,,5
18023,V,re,1
18024,V,are,5
18025,V,re,4
18026,V,are,1
18027,A,o,1
18028,V,e,2
18029,V,are,3
18030,N,e,1
18031,V,re,3
18032,V,re,3
18033,A,o,1
18034,V,ere,4
18035,V,re,0
18036,V,re,2
18037,V,are,5
18038,A,,0
18039,V,re,2
18040,N,a,1
18041,A,re,3
18042,V,re,3
18043,V,are,7
18044,V,re,3
18045,V,are,7
18046,V,re,3
18047,V,are,4
18048,V,e,2
18049,V,re,3
18050,V,ndere,2
18051,V,re,2
18052,V,are,2
18053,V,are,4
18054,N,o,0
18055,V,are,2
18056,V,ere,4
18057,V,re,0
18058,V,are,5
18059,V,re,0
18060,N,a,0
18061,V,,3
18062,V,are,1
18063,V,are,1
18064,V,e,0
18065,V,ere,1
18066,V,are,5
18067,V,re,3
18068,V,re,5
18069,V,are,4
18070,N,a,1
18071,V,re,4
18072,V,re,3
18073,V,re,4
18074,V,re,3
18075,V,are,1
18076,V,e,3
18077,V,are,1
18078,V,,0
18079,V,iare,3
18080,V,e,3
18081,V,are,3
18082,V,re,4
18083,V,ere,3
18084,V,re,3
18085,A,o,1
18086,A,o,1
18087,A,,0
18088,V,re,2
18089,V,ere,1
18090,V,re,1
18091,A,o,2
18092,V,are,6
18093,V,are,1
18094,V,re,4
18095,V,are,1
18096,V,are,3
18097,V,re,5
18098,V,are,5
18099,V,re,5
18100,V,are,4
18101,A,o,1
18102,V,re,4
18103,V,re,3
18104,V,are,7
18105,V,re,2
18106,V,re,3
18107,V,e,2
18108,V,are,7
18109,A,re,3
18110,V,e,0
18111,V,are,6
18112,V,re,0
18113,V,re,3
18114,V,,1
18115,V,re,2
18116,V,re,4
18117,A,o,1
18118,A,o,1
18119,V,re,3
18120,V,are,6
18121,V,re,5
18122,A,,0
18123,V,are,6
18124,V,are,1
18125,V,re,1
18126,V,,4
18127,N,,0
18128,V,are,6
18129,V,re,2
18130,N,,0
18131,V,are,5
18132,V,are,6
18133,V,are,3
18134,V,,3
18135,V,re,3
18136,V,e,2
18137,V,are,8
18138,V,are,6
18139,V,are,1
18140,V,are,2
18141,V,re,5
18142,V,,2
18143,A,,0
18144,V,are,6
18145,A,re,3
18146,V,re,3
18147,A,o,1
18148,V,,1
18149,N,a,1
18150,V,e,0
18151,V,re,3
18152,V,are,4
18153,V,are,1
18154,V,are,6
18155,V,are,4
18156,A,re,3
18157,V,re,4
18158,V,re,4
18159,V,ere,2
18160,A,o,1
18161,V,are,5
18162,V,re,5
18163,A,o,1
18164,N,e,1
18165,N,o,1
18166,A,re,3
18167,N,,0
18168,V,are,6
18169,V,ondere,3
18170,V,are,6
18171,V,are,3
18172,V,are,2
18173,V,e,2
18174,A,o,1
18175,V,are,4
18176,V,re,4
18177,V,re,4
18178,V,re,3
18179,V,iare,7
18180,N,,0
18181,V,re,2
18182,V,are,3
18183,V,are,4
18184,V,,0
18185,A,o,1
18186,V,re,1
18187,V,re,4
18188,V,re,1
18189,V,re,3
18190,V,are,3
18191,V,ere,1
18192,V,re,2
18193,V,re,3
18194,A,re,3
18195,V,re,2
18196,V,re,2
18197,A,re,3
18198,V,re,2
18199,A,re,3
18200,V,re,1
18201,V,re,4
18202,V,ere,3
